"authors","frequent_part_title","infrequent_part_title","title","uri","venue","year"
"alexandros labrinidis , nick roussopoulos","data","propagation improving strategies quality update web","update propagation strategies for improving the quality of data on the web","acm_1347","very large data bases","2001"
"yufei tao , dimitris papadias","","queries method timestamp tree temporal interval spatio access","mv3r-tree : a spatio-temporal access method for timestamp and interval queries","acm_1348","very large data bases","2001"
"anindya datta , kaushik dutta , helen m. thomas , debra e. vandermeer , krithi ramamritham , dan fishman","","dynamic middle caching study content support acceleration solutions comparative web alternative tier","a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration","acm_1349","very large data bases","2001"
"apostol natsev , yuan-chi chang , john r. smith , chung-sheng li , jeffrey scott vitter","","ranked queries incremental join inputs supporting","supporting incremental join queries on ranked inputs","acm_1350","very large data bases","2001"
"gayatri sathe , sunita sarawagi","data","intelligent rollups multidimensional olap","intelligent rollups in multidimensional olap data","acm_1351","very large data bases","2001"
"anastassia ailamaki , david j. dewitt , mark d. hill , marios skounakis","","performance relations cache weaving","weaving relations for cache performance","acm_1352","very large data bases","2001"
"ioana manolescu , daniela florescu , donald kossmann","data","sources xml heterogeneous answering queries","answering xml queries on heterogeneous data sources","acm_1353","very large data bases","2001"
"oded shmueli","","architectures deployment services web internal","architectures for internal web services deployment","acm_1354","very large data bases","2001"
"guy pardon , gustavo alonso","management data","plug cheetah lightweight transaction play server internet","cheetah : a lightweight transaction server for plug-and-play internet data management","acm_1355","very large data bases","2000"
"richard taylor","data","warehouse concurrency","concurrency in the data warehouse","acm_1356","very large data bases","2000"
"c. mohan , ron barber , s. watts , a. somani , markos zaharioudakis","database","domino applications lotus notes perspective groupware evolution business","evolution of groupware for business applications : a database perspective on lotus domino/notes","acm_1357","very large data bases","2000"
"meridith a. lane , james l. edwards , ebbe nielsen","databases data","informatics biodiversity challenge rapid large keynote complex development","biodiversity informatics : the challenge of rapid development , large databases , and complex data ( keynote )","acm_1358","very large data bases","2000"
"bettina kemme , gustavo alonso","database","consistent implement r replication n way new lazy postgres","do n't be lazy , be consistent : postgres-r , a new way to implement database replication","acm_1359","very large data bases","2000"
"michelangelo diligenti , frans coetzee , steve lawrence , c. lee giles , marco gori","using","context crawling focused graphs","focused crawling using context graphs","acm_1360","very large data bases","2000"
"svein-olaf hvasshovd , svein erik bratsberg , &#216; ystein torbj &#248; rnsen","","dbms highly ultra available","an ultra highly available dbms","acm_1361","very large data bases","2000"
"kaushik chakrabarti , sharad mehrotra","","reduction high dimensionality indexing new spaces local approach dimensional","local dimensionality reduction : a new approach to indexing high dimensional spaces","acm_1362","very large data bases","2000"
"sin yeung lee , tok wang ling , hua-gang li","","hierarchical queries range compact cube max","hierarchical compact cube for range-max queries","acm_1363","very large data bases","2000"
"philip a. bernstein , laura m. haas , matthias jarke , erhard rahm , gio wiederhold","management","generic feasible panel metadata","panel : is generic metadata management feasible ?","acm_1364","very large data bases","2000"
"anand deshpande","management data","value linking business deliver challenge","linking business to deliver value : a data management challenge","acm_1365","very large data bases","2000"
"julie basu , jos &#233; alberto fern &#225; ndez , olga peschansky","","scalable applications building internet server","building scalable internet applications with oracle8i server","acm_1366","very large data bases","2000"
"bertram lud &#228; scher , amarnath gupta , maryann e. martone","system information based","integration mediator model neuroscience","model-based information integration in a neuroscience mediator system","acm_1367","very large data bases","2000"
"theodore johnson , laks v. s. lakshmanan , raymond t. ng","data","mining unified model algebra","the 3w model and algebra for unified data mining","acm_1368","very large data bases","2000"
"michael j. carey , jerry kiernan , jayavel shanmugasundaram , eugene j. shekita , subbu n. subramanian","data","xperanto object relational xml documents middleware publishing","xperanto : middleware for publishing object-relational data as xml documents","acm_1369","very large data bases","2000"
"hans-j &#246; rg schek","database","strategy part directions vldb broadening future panel research","panel : future directions of database research - the vldb broadening strategy , part 1","acm_1370","very large data bases","2000"
"ulrich g &#252; ntzer , wolf-tilo balke , werner kie &#223; ling","databases","multi image queries feature optimizing","optimizing multi-feature queries for image databases","acm_1371","very large data bases","2000"
"stefano ceri , roberta cochrane , jennifer widom","","practical applications year lingering award success triggers issues constraints","practical applications of triggers and constraints : success and lingering issues ( 10-year award )","acm_1372","very large data bases","2000"
"ziv bar-yossef , alexander berg , steve chien , jittat fakcharoenphol , dror weitz","","walks via queries approximating pages aggregate random web","approximating aggregate queries about web pages via random walks","acm_1373","very large data bases","2000"
"sihem amer-yahia , theodore johnson","","compressed queries bitmaps optimizing","optimizing queries on compressed bitmaps","acm_1374","very large data bases","2000"
"geoffrey c. bowker","information","work biodiversity practices sciences","work and information practices in the sciences of biodiversity","acm_1375","very large data bases","2000"
"frank ramsak , volker markl , robert fenk , martin zirkel , klaus elhardt , rudolf bayer","system database","tree integrating kernel ub","integrating the ub-tree into a database system kernel","acm_1376","very large data bases","2000"
"abdelsalam helal , hua li","system database","rainbow experimental distributed research classroom education","rainbow : distributed database system for classroom education and experimental research","acm_1377","very large data bases","2000"
"francesco caruso , munir cochinwala , uma ganapathy , gail lalk , paolo missier","data database","tool quality telcordia analysis reconciliation","telcordia 's database reconciliation and data quality analysis tool","acm_1378","very large data bases","2000"
"karthikeyan ramasamy , jignesh m. patel , jeffrey f. naughton , raghav kaushik","","good ugly set containment bad joins","set containment joins : the good , the bad and the ugly","acm_1379","very large data bases","2000"
"stefan manegold , peter a. boncz , martin l. kersten","","memory effects join cpu dissecting happens optimization","what happens during a join ? dissecting cpu and memory optimization effects","acm_1380","very large data bases","2000"
"krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak","information","enabled social technology educational change governmental","social , educational , and governmental change enabled through information technology","acm_1381","very large data bases","2000"
"sunil choenni","data based","algorithm design mining implementation genetic","design and implementation of a genetic-based algorithm for data mining","acm_1382","very large data bases","2000"
"st &#233; phane grumbach , philippe rigaux , luc segoufin","data","interpolated manipulating easier thought","manipulating interpolated data is easier than you thought","acm_1383","very large data bases","2000"
"alberto o. mendelzon , alejandro a. vaisman","","temporal olap queries","temporal queries in olap","acm_1384","very large data bases","2000"
"chris olston , jennifer widom","data","replicated queries precision performance tradeoff offering aggregation","offering a precision-performance tradeoff for aggregation queries over replicated data","acm_1385","very large data bases","2000"
"jagannathan srinivasan , souripriya das , chuck freiwald , eugene inseok chong , mahesh jagannath , aravind yalamanchi , ramkumar krishnan , anh-tuan tran , samuel defazio , jayanta banerjee","","application table new domains index organized","oracle8i index-organized table and its application to new domains","acm_1386","very large data bases","2000"
"andrey balmin , thanos papadimitriou , yannis papakonstantinou","","environment olap hypothetical queries","hypothetical queries in an olap environment","acm_1387","very large data bases","2000"
"gladys a. cotter , barbara t. bauldock","information","commons infrastructure informatics biodiversity community","biodiversity informatics infrastructure : an information commons for the biodiversity community","acm_1388","very large data bases","2000"
"kaushik dutta , anindya datta , debra e. vandermeer , krithi ramamritham , helen m. thomas","","enabling scalable online web personalization demonstration","demonstration : enabling scalable online personalization on the web","acm_1389","very large data bases","2000"
"venkatesh ganti , mong-li lee , raghu ramakrishnan","","query icicles self approximate samples answering tuning","icicles : self-tuning samples for approximate query answering","acm_1390","very large data bases","2000"
"sridhar ramaswamy","","technology epicenter overview piphany e","e.piphany epicenter technology overview","acm_1391","very large data bases","2000"
"yossi matias , jeffrey scott vitter , min wang","based","maintenance wavelet histograms dynamic","dynamic maintenance of wavelet-based histograms","acm_1392","very large data bases","2000"
"domenico beneventano , sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini","information","integration momis demonstration project","information integration : the momis project demonstration","acm_1393","very large data bases","2000"
"junyan ding , luis gravano , narayanan shivakumar","","resources computing geographical scopes web","computing geographical scopes of web resources","acm_1394","very large data bases","2000"
"yasushi sakurai , masatoshi yoshikawa , ryoji kataoka , shunsuke uemura","using","spatial queries search adaptive ellipsoid similarity transformation","similarity search for adaptive ellipsoid queries using spatial transformation","acm_1395","very large data bases","2001"
"liangzhao zeng , boualem benatallah , phuong nguyen , anne h. h. ngu","system management based","workflow agflow agent enterprise cross","agflow : agent-based cross-enterprise workflow management system","acm_1396","very large data bases","2001"
"ilaria bartolini , paolo ciaccia , florian waas","","query feedbackbypass new interactive processing approach similarity","feedbackbypass : a new approach to interactive similarity query processing","acm_1397","very large data bases","2001"
"sriram raghavan , hector garcia-molina","","crawling web hidden","crawling the hidden web","acm_1398","very large data bases","2001"
"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez","data","strategies intensive sites web caching","caching strategies for data-intensive web sites","acm_1399","very large data bases","2000"
"dieter pfoser , christian s. jensen , yannis theodoridis","","query moving novel processing object trajectories approaches","novel approaches in query processing for moving object trajectories","acm_1400","very large data bases","2000"
"kevin chen-chuan chang , hector garcia-molina","information","query heterogeneous across sources translation approximate","approximate query translation across heterogeneous information sources","acm_1401","very large data bases","2000"
"linan jiang , betty salzberg , david b. lomet , manuel barrena garc &#237; a","","method branched tree temporal bt access","the bt-tree : a branched and temporal access method","acm_1402","very large data bases","2000"
"leonard brown , le gruenwald","system based","virtual images content save retrieval space prototype uses","a prototype content-based retrieval system that uses virtual images to save space","acm_1403","very large data bases","2001"
"philip wadler","","empire relational xml abstract et tu downfall","et tu , xml ? the downfall of the relational empire ( abstract )","acm_1404","very large data bases","2001"
"ashraf aboulnaga , alaa r. alameldeen , jeffrey f. naughton","","scale applications selectivity path expressions xml estimating internet","estimating the selectivity of xml path expressions for internet scale applications","acm_1405","very large data bases","2001"
"quanzhong li , bongki moon","data","indexing querying path expressions xml regular","indexing and querying xml data for regular path expressions","acm_1406","very large data bases","2001"
"christian s. jensen , david b. lomet","databases","transaction timestamping temporal","transaction timestamping in ( temporal ) databases","acm_1407","very large data bases","2001"
"tamer kahveci , ambuj k. singh","databases","structures string index efficient","efficient index structures for string databases","acm_1408","very large data bases","2001"
"yingwei cui , jennifer widom","data","warehouse transformations lineage general tracing","lineage tracing for general data warehouse transformations","acm_1409","very large data bases","2001"
"ela hunt , malcolm p. atkinson , robert w. irving","database","large sequences index biological","a database index to large biological sequences","acm_1410","very large data bases","2001"
"helena galhardas , daniela florescu , dennis shasha , eric simon , cristian-augustin saita","data","algorithms language cleaning model declarative","declarative data cleaning : language , model , and algorithms","acm_1411","very large data bases","2001"
"reza sadri , carlo zaniolo , amir m. zarkesh , jafar adibi","data","query pattern e mining language supporting sequential services instant","a sequential pattern query language for supporting instant data mining for e-services","acm_1412","very large data bases","2001"
"surajit chaudhuri , kyuseok shim","using data databases","relational storage xml retrieval","storage and retrieval of xml data using relational databases","acm_1413","very large data bases","2001"
"vijayshankar raman , joseph m. hellerstein","system data","cleaning wheel interactive potter","potter 's wheel : an interactive data cleaning system","acm_1414","very large data bases","2001"
"wolfgang may","system data","integration xml manipulation lopix","lopix : a system for xml data integration and manipulation","acm_1415","very large data bases","2001"
"giuseppe sindoni , leonardo tininini , amedea ambrosetti , cristina bedeschi , stefano de francisci , orietta gargano , rossella molinaro , mario paolucci , paola patteri , pina ticca","system information","temporal sit life real spatio","sit-in : a real-life spatio-temporal information system","acm_1416","very large data bases","2001"
"wen-syan li , k. sel &#231; uk candan , wang-pin hsiung , oliver po , divyakant agrawal , qiong luo , wei-kuang waine huang , yusuf akca , cemal yilmaz","database","commerce e technology sites accelerating portal web driven cache","cache portal : technology for accelerating database-driven e-commerce web sites","acm_1417","very large data bases","2001"
"qiong luo , jeffrey f. naughton","based database","backed caching form sites proxy web","form-based proxy caching for database-backed web sites","acm_1418","very large data bases","2001"
"christine collet , thierry coupaye , t. svensen","system database","capabilities reactive efficient object oriented modular naos","naos - efficient and modular reactive capabilities in an object-oriented database system","acm_1419","very large data bases","1994"
"bruce e. martin , r. g. g. cattell","","distributed objects relating","relating distributed objects","acm_1420","very large data bases","1994"
"ibrahim kamel , christos faloutsos","using","tree r fractals improved hilbert","hilbert r-tree : an improved r-tree using fractals","acm_1421","very large data bases","1994"
"elena baralis , jennifer widom","systems database","expert rule algebraic approach analysis","an algebraic approach to rule analysis in expert database systems","acm_1422","very large data bases","1994"
"ling tony chen , doron rotem , sidhar seshadri","databases systems","disk heterogeneous declustering","declustering databases on heterogeneous disk systems","acm_1423","very large data bases","1995"
"rainer gallersd &#246; rfer , matthias nicola","databases","replicated performance relaxed coherency improving","improving performance in replicated databases through relaxed coherency","acm_1424","very large data bases","1995"
"kurt p. brown , manish mehta , michael j. carey , miron livny","","towards workloads automated performance tuning complex","towards automated performance tuning for complex workloads","acm_1425","very large data bases","1994"
"sergey brin","","near metric neighbor large search spaces","near neighbor search in large metric spaces","acm_1426","very large data bases","1995"
"b. sreenath , s. seshadri","databases","efficient structure hcc index object oriented tree","the hcc-tree : an efficient index structure for object oriented databases","acm_1427","very large data bases","1994"
"theodore johnson , dennis shasha","management","buffer high low overhead performance replacement algorithm","2q : a low overhead high performance buffer management replacement algorithm","acm_1428","very large data bases","1994"
"stefano spaccapietra","","user cares interfaces","user interfaces ; who cares ?","acm_1429","very large data bases","1994"
"sharma chakravarthy , v. krishnaprasad , eman anwar , s.-k . kim","databases","semantics detection active contexts events composite","composite events for active databases : semantics , contexts and detection","acm_1430","very large data bases","1994"
"philip a. bernstein","systems database","pc present future","pc database systems - present and future","acm_1431","very large data bases","1994"
"h. v. jagadish , daniel f. lieuwen , rajeev rastogi , abraham silberschatz , s. sudarshan","","high memory dali manager performance storage main","dali : a high performance main memory storage manager","acm_1432","very large data bases","1994"
"alain pirotte , esteban zim &#225; nyi , david massart , tatiana yakusheva","","abstraction pattern powerful materialization ubiquitous","materialization : a powerful and ubiquitous abstraction pattern","acm_1433","very large data bases","1994"
"maria zemankova , yannis e. ioannidis","databases","state art scientific directions future","scientific databases - state of the art and future directions","acm_1434","very large data bases","1994"
"marek rusinkiewicz , wolfgang klas , thomas tesch , j &#252; rgen w &#228; sch , peter muth","","transaction model cooperative towards activity","towards a cooperative transaction model - the cooperative activity model","acm_1435","very large data bases","1995"
"kazutoshi sumiya , kouichi yasutake , hirohiko tanaka , norio sanada , yoshihiko imai","database","specification product prototyping visual","a product specification database for visual prototyping","acm_1436","very large data bases","1995"
"gilles fecteau","database","edition parallel managing","managing a db2 parallel edition database","acm_1437","very large data bases","1995"
"hongjun lu , kian-lee tan , son dao","","query survives adaptive approach fittest optimization","the fittest survives : an adaptive approach to query optimization","acm_1438","very large data bases","1995"
"a. prasad sistla , clement t. yu , chengwen liu , king liu","using based","spatial indices pictures retrieval relationships similarity","similarity based retrieval of pictures using indices on spatial relationships","acm_1439","very large data bases","1995"
"joseph m. hellerstein , jeffrey f. naughton , avi pfeffer","systems database","search generalized trees","generalized search trees for database systems","acm_1440","very large data bases","1995"
"steven milliner , athman bouguettaya , mike p. papazoglou","database","autonomous heterogeneous scalable interactions architecture","a scalable architecture for autonomous heterogeneous database interactions","acm_1441","very large data bases","1995"
"waqar hasan , rajeev motwani","","query parallel away coloring communication optimization","coloring away communication in parallel query optimization","acm_1442","very large data bases","1995"
"jiawei han , yongjian fu","databases","multiple large association rules level discovery","discovery of multiple-level association rules from large databases","acm_1443","very large data bases","1995"
"rudolf bayer","management database","problem document","document management as a database problem","acm_1444","very large data bases","1995"
"paul brown , michael stonebraker","system management data","science bigsur earth","bigsur : a system for the management of earth science data","acm_1445","very large data bases","1995"
"azer bestavros , spyridon braoudakis","","value control cognizant speculative concurrency","value-cognizant speculative concurrency control","acm_1446","very large data bases","1995"
"kazimierz subieta , yahiko kambayashi , jacek leszczylowski","","procedures languages oriented query object","procedures in object-oriented query languages","acm_1447","very large data bases","1995"
"n. bassiliades , ioannis p. vlahavas","systems data database","strategy uniform parallel fragmentation menory main non","a non-uniform data fragmentation strategy for parallel main-menory database systems","acm_1448","very large data bases","1995"
"svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen , svein erik bratsberg , per holager","database","high availability response telecom throughput clustra time real","the clustra telecom database : high availability , high throughput , and real-time response","acm_1449","very large data bases","1995"
"erik g. hoel , hanan samet","","spatial join output operations benchmarking","benchmarking spatial join operations with spatial output","acm_1450","very large data bases","1995"
"rakesh agrawal , king-ip lin , harpreet s. sawhney , kyuseok shim","databases","series scaling fast noise time translation search similarity presence","fast similarity search in the presence of noise , scaling , and translation in time-series databases","acm_1451","very large data bases","1995"
"gary hallmark","","oracle warehouse","the oracle warehouse","acm_1452","very large data bases","1995"
"rakesh agrawal , giuseppe psaila , edward l. wimmers , mohamed za &#239; t","","histories querying shapes","querying shapes of histories","acm_1453","very large data bases","1995"
"kun-lung wu , philip s. yu , jen-yao chung , james z. teng","system management database","study workfile disk concurrent multiprocessor performance mergesorts","a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system","acm_1454","very large data bases","1995"
"sunita sarawagi","databases","processing tertiary query memory","query processing in tertiary memory databases","acm_1455","very large data bases","1995"
"peter buneman , susan b. davidson , kyle hart , g. christian overton , limsoon wong","system data","sources transformation biological","a data transformation system for biological data sources","acm_1456","very large data bases","1995"
"bruce g. lindsay","","technology progress server directions common","db2 common server : technology , progress , & ; directions","acm_1457","very large data bases","1995"
"erhard rahm , robert marek","systems database","multi load parallel balancing resource dynamic","dynamic multi-resource load balancing in parallel database systems","acm_1458","very large data bases","1995"
"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan","systems database","control concurrency index firm time real","index concurrency control in firm real-time database systems","acm_1459","very large data bases","1995"
"david konopnicki , oded shmueli","system","query world wide web","w3qs : a query system for the world-wide web","acm_1460","very large data bases","1995"
"frank moser , achim kraiss , wolfgang klas","management data","buffer l strategy dbms interactive multimedia mrp flows continuous","l/mrp : a buffer management strategy for interactive continuous data flows in a multimedia dbms","acm_1461","very large data bases","1995"
"ashish gupta , venky harinarayan , dallan quass","data","processing warehousing environments query aggregate","aggregate-query processing in data warehousing environments","acm_1462","very large data bases","1995"
"jack a. orenstein , d. n. kamber","database","relational interface accessing oriented object","accessing a relational database through an object-oriented database interface","acm_1463","very large data bases","1995"
"yun wang","","parallelism implementation query staging","db2 query parallelism : staging and implementation","acm_1464","very large data bases","1995"
"tak w. yan , hector garcia-molina","system information","duplicate dissemination removal","duplicate removal in information system dissemination","acm_1465","very large data bases","1995"
"weipeng p. yan , per - &#197; ke larson","","lazy eager aggregation","eager aggregation and lazy aggregation","acm_1466","very large data bases","1995"
"eben m. haber , yannis e. ioannidis , miron livny","management","opossum desk customizable schema top visualization","opossum : desk-top schema management through customizable visualization","acm_1467","very large data bases","1995"
"peter j. haas , jeffrey f. naughton , s. seshadri , lynne stokes","based","estimation distinct sampling number values attribute","sampling-based estimation of the number of distinct values of an attribute","acm_1468","very large data bases","1995"
"roger s. barga , calton pu","","practical implementation extended transaction modular models","a practical and modular implementation of extended transaction models","acm_1469","very large data bases","1995"
"john catozzi , sorana rabinovici","data","teradata unix base support enhancements vldbs os","os support for vldbs : unix enhancements for the teradata data base","acm_1470","very large data bases","1995"
"ashoka savasere , edward omiecinski , shamkant b. navathe","databases","efficient mining large association rules algorithm","an efficient algorithm for mining association rules in large databases","acm_1471","very large data bases","1995"
"manish mehta , david j. dewitt","systems database","parallel parallelism operator managing intra","managing intra-operator parallelism in parallel database systems","acm_1472","very large data bases","1995"
"laurent amsaleg , michael j. franklin , olivier gruber","systems database","garbage efficient object collection incremental server client","efficient incremental garbage collection for client-server object database systems","acm_1473","very large data bases","1995"
"andreas meier","database","tools migration approach practicioner providing","providing database migration tools - a practicioner 's approach","acm_1474","very large data bases","1995"
"andr &#233; eickler , carsten andreas gerlhof , donald kossmann","","evaluation performance techniques oid mapping","a performance evaluation of oid mapping techniques","acm_1475","very large data bases","1995"
"paul ammann , sushil jajodia , indrakshi ray","using based","semantics formal methods decompositions reason transactions","using formal methods to reason about semantics-based decompositions of transactions","acm_1476","very large data bases","1995"
"michael steinbrunn , klaus peithner , guido moerkotte , alfons kemper","","joins bypassing queries disjunctive","bypassing joins in disjunctive queries","acm_1477","very large data bases","1995"
"alberto belussi , christos faloutsos","using","spatial fractal queries selectivity dimension estimating correlation","estimating the selectivity of spatial queries using the ` correlation ' fractal dimension","acm_1478","very large data bases","1995"
"georges gardarin , jean-robert gruser , zhao-hui tang","databases","object oriented cost model clustered","a cost model for clustered object-oriented databases","acm_1479","very large data bases","1995"
"janet l. wiener , jeffrey f. naughton","","revisited list oodb partitioned approach bulk loading","oodb bulk loading revisited : the partitioned-list approach","acm_1480","very large data bases","1995"
"luis gravano , hector garcia-molina","databases","broker hierarchies gloss space vector generalizing","generalizing gloss to vector-space databases and broker hierarchies","acm_1481","very large data bases","1995"
"david b. lomet , mark r. tuttle","system","recovery crashes redo","redo recovery after system crashes","acm_1482","very large data bases","1995"
"erik g. hoel , hanan samet","data","spatial performance parallel operations","performance of data-parallel spatial operations","acm_1483","very large data bases","1994"
"ada wai-chee fu , david wai-lok cheung","database","replicated replication transaction node scheme autonomy","a transaction replication scheme for a replicated database with node autonomy","acm_1484","very large data bases","1994"
"diane l. davison , goetz graefe","","contention joins memory hash responsive","memory-contention responsive hash joins","acm_1485","very large data bases","1994"
"sudarshan s. chawathe , ming-syan chen , philip s. yu","","hierarchies selection nested index object schemes","on index selection schemes for nested object hierarchies","acm_1486","very large data bases","1994"
"hennie j. steenhagen , peter m. g. apers , henk m. blanken , rolf a. de by","","nested join loop oodb queries","from nested-loop to join queries in oodb","acm_1487","very large data bases","1994"
"yuh-ming shyy , h. stephen au-yeung , c. p. chou","databases","versant replication fault object supporting tolerant","versant replication : supporting fault-tolerant object databases","acm_1488","international conference on management of data","1995"
"d. woelk , b. bohrer , n. jacobs , k. ong , c. tomlinson , c. unnikrishnan","database","carnot technology wide infosleuth web world","carnot and infosleuth : database technology and the world wide web","acm_1489","international conference on management of data","1995"
"jim gray","systems database","parallel","parallel database systems 101","acm_1490","international conference on management of data","1995"
"rob goldring","","replication abstract update customer know things every","things every update replication customer should know ( abstract )","acm_1491","international conference on management of data","1995"
"kestutis ivinskis","","applications high commercial availability","high availability of commercial applications","acm_1492","international conference on management of data","1995"
"peter buneman , david maier","databases data","find n formats panel exchange tutorial wo","the data that you wo n't find in databases : tutorial panel on data exchange formats","acm_1493","international conference on management of data","1995"
"william l. gettys","","challenge vldb transaction oracle processing rdb directv","directv and oracle rdb : the challenge of vldb transaction processing","acm_1494","international conference on management of data","1995"
"greg hope","","processing transaction nt enterprise windows","enterprise transaction processing on windows nt","acm_1495","international conference on management of data","1995"
"corporate the access team microsoft","","upsizing form file architectures server client","upsizing form file server to client server architectures","acm_1496","international conference on management of data","1995"
"kenneth moore","system","storage notes lotus","the lotus notes storage system","acm_1497","international conference on management of data","1995"
"surajit chaudhuri , umeshwar dayal , tak w. yan","","external execution queries sources join techniques text optimization","join queries with external text sources : execution and optimization techniques","acm_1498","international conference on management of data","1995"
"corporate fox development team microsoft","database","application environment rapid object oriented pc development","object-oriented , rapid application development in a pc database environment","acm_1499","international conference on management of data","1995"
"serge abiteboul , sophie cluet , tova milo","database","file interface update","a database interface for file update","acm_1500","international conference on management of data","1995"
"sergey brin , james davis , h &#233; ctor garc &#237; a-molina","","copy digital detection mechanisms documents","copy detection mechanisms for digital documents","acm_1501","international conference on management of data","1995"
"steven berson , leana golubchik , richard r. muntz","","design servers multimedia tolerant fault","fault tolerant design of multimedia servers","acm_1502","international conference on management of data","1995"
"asit dan , dinkar sitaram","based","bsr bandwidth space policy online ratio video placement","an online video placement policy based on bandwidth to space ratio ( bsr )","acm_1503","international conference on management of data","1995"
"craig s. freedman , david j. dewitt","system","demand scalable video spiffi","the spiffi scalable video-on-demand system","acm_1504","international conference on management of data","1995"
"james j. lu , guido moerkotte , joachim schue , v. s. subrahmanian","","mediated maintenance materialized views efficient","efficient maintenance of materialized mediated views","acm_1505","international conference on management of data","1995"
"timothy griffin , leonid libkin","","duplicates incremental maintenance views","incremental maintenance of views with duplicates","acm_1506","international conference on management of data","1995"
"yue zhuge , h &#233; ctor garc &#237; a-molina , joachim hammer , jennifer widom","","view environment maintenance warehousing","view maintenance in a warehousing environment","acm_1507","international conference on management of data","1995"
"gautam bhargava , piyush goel , bala iyer","based","queries reorderings outer join hypergraph predicates complex","hypergraph based reorderings of outer join queries with complex predicates","acm_1508","international conference on management of data","1995"
"weimin du , ming-chien shan , umeshwar dayal","","multidatabase query response balancing tree reducing time","reducing multidatabase query response time by tree balancing","acm_1509","international conference on management of data","1995"
"diane l. davison , goetz graefe","","brokering multi query execution resource user dynamic","dynamic resource brokering for multi-user query execution","acm_1510","international conference on management of data","1995"
"a. prasad sistla , ouri wolfson","systems database","temporal constraints active integrity conditions","temporal conditions and integrity constraints in active database systems","acm_1511","international conference on management of data","1995"
"claudio bettini , x. sean wang , elisa bertino , sushil jajodia","databases","temporal evaluation assumptions query semantic","semantic assumptions and query evaluation in temporal databases","acm_1512","international conference on management of data","1995"
"b. adelberg , h. garcia-molina , b. kao","system database","applying streams soft update time real","applying update streams in a soft real-time database system","acm_1513","international conference on management of data","1995"
"yannis e. ioannidis , viswanath poosala","","size query optimality estimation result balancing histogram practicality","balancing histogram optimality and practicality for query result size estimation","acm_1514","international conference on management of data","1995"
"wen-chi hou , zhongyang zhang","database","enhancing correctness approach statistical","enhancing database correctness : a statistical approach","acm_1515","international conference on management of data","1995"
"ashish gupta , inderpal s. mumick , kenneth a. ross","","redefinitions materialized views adapting","adapting materialized views after redefinitions","acm_1516","international conference on management of data","1995"
"swarup acharya , rafael alonso , michael franklin , stanley zdonik","management data","disks broadcast environments communication asymmetric","broadcast disks : data management for asymmetric communication environments","acm_1517","international conference on management of data","1995"
"seth j. white , david j. dewitt","","recovery study implementing performance quickstore crash","implementing crash recovery in quickstore : a performance study","acm_1518","international conference on management of data","1995"
"jong soo park , ming-syan chen , philip s. yu","based","mining effective association rules algorithm hash","an effective hash-based algorithm for mining association rules","acm_1519","international conference on management of data","1995"
"joachim hammer , h &#233; ctor garc &#237; a-molina , kelly ireland , yannis papakonstantinou , jeffrey ullman , jennifer widom","system information based","translation mosaic tsimmis mediation browsing","information translation , mediation , and mosaic-based browsing in the tsimmis system","acm_1520","international conference on management of data","1995"
"wen-syan li , chris clifton","system databases","integration prototype semint heterogeneous semantic","semint : a system prototype for semantic integration in heterogeneous databases","acm_1521","international conference on management of data","1995"
"corporate the paradise team","system database","applications paradise gis","paradise : a database system for gis applications","acm_1522","international conference on management of data","1995"
"corporate the shore team","systems","features file best shore combining oodbms","shore : combining the best features of oodbms and file systems","acm_1523","international conference on management of data","1995"
"j. thomas , s. de &#223; loch , n. mattos","","krisys implementation advanced processing design knowledge kbms","design and implementation of advanced knowledge processing in the kbms krisys","acm_1524","international conference on management of data","1995"
"stella gatziu , andreas geppert , klaus r. dittrich","","samos dbms prototype active","the samos active dbms prototype","acm_1525","international conference on management of data","1995"
"e. radeke , r. b &#246; ttger , b. burkert , y. engel , g. kachel , s. kolmschlag , d. nolte","system database","efendi federated cadlab","efendi : federated database system of cadlab","acm_1526","international conference on management of data","1995"
"daniel a. keim , hans-peter kriegel","system databases","visdb visualizing large","visdb : a system for visualizing large databases","acm_1527","international conference on management of data","1995"
"jonathan ashley , myron flickner , james hafner , denis lee , wayne niblack , dragutin petkovic","system","content image query qbic","the query by image content ( qbic ) system","acm_1528","international conference on management of data","1995"
"a. p. buchmann , a. deutsch , j. zimmermann , m. higa","","reach active oodbms","the reach active oodbms","acm_1529","international conference on management of data","1995"
"antonio massari , stefano pavani , lorenzo saladini , panos k. chrysanthis","","qbi icons query","qbi : query by icons","acm_1530","international conference on management of data","1995"
"leon shklar , amit sheth , vipul kashyap , satish thatte","system information","search retrieval infoharness heterogeneous","infoharness : a system for search and retrieval of heterogeneous information","acm_1531","international conference on management of data","1995"
"garth a. gibson","","storage beyond technology raid tutorial","tutorial on storage technology : raid and beyond","acm_1532","international conference on management of data","1995"
